Antiguedad_Meses,Score_Satisfaccion,Productos_Activos,Balance_Cuenta,Transacciones_Mes,Target_Churn
63,4,3,2919.026227721197,12,0
41,2,1,6530.084936425788,9,1
21,1,4,8230.925931133968,15,1
6,1,1,2367.04764363782,15,1
105,3,3,0.0,10,0
48,3,1,14075.775338768219,14,0
22,4,4,3034.0482739405343,16,0
110,5,1,3550.229605738315,11,0
90,1,2,14066.699593138928,13,1
60,3,3,5854.566784497663,5,0
84,4,4,0.0,12,0
92,5,3,3661.5779002387017,12,0
13,4,1,4705.143639781177,9,1
89,1,3,3307.9210602686753,11,1
90,2,1,9349.256903495585,15,0
17,1,1,11812.818609396876,12,1
12,5,1,4755.819187927555,14,0
66,1,4,3216.450201183624,13,0
98,4,2,10579.740789440242,13,0
53,4,4,6245.5253249425,16,0
18,4,4,4129.955855595618,12,0
83,3,3,1539.4179804879873,13,0
19,5,3,11593.672255009413,10,0
117,2,1,2945.5618170434986,9,1
55,2,4,10504.269056167359,17,0
79,5,3,6254.796274047986,14,0
41,2,4,3746.2716708550633,15,0
26,4,3,6374.987789337565,13,0
58,1,2,8650.432494345854,16,1
37,4,3,9670.188565557946,8,0
100,5,2,3054.690302006613,13,0
66,4,3,1152.1053397262422,15,0
10,2,2,7145.699928285529,5,1
26,5,4,458.22380198822066,9,0
42,2,4,4123.893883541496,19,0
51,5,2,2046.1625510044555,11,0
13,3,2,3969.9239902357494,13,0
72,4,1,6024.6748502019145,18,0
31,1,1,0.0,12,0
38,4,2,6578.665260450591,16,0
109,5,4,0.0,14,0
81,2,1,5987.54662764626,10,0
27,3,4,8085.286766283371,15,0
63,3,3,4534.555024349731,14,0
80,4,2,54.4354252701587,8,0
61,5,2,9257.839147524155,16,0
20,4,4,1747.2189846833644,10,0
75,3,3,1481.8797570016104,7,0
36,3,3,696.2649849892096,16,0
117,2,4,9266.923468280362,17,0
110,5,1,12584.01419523379,14,0
53,2,3,510.56549201894177,15,0
83,1,1,3646.5008394278066,21,0
78,5,3,3989.2211100821123,9,0
70,5,4,0.0,14,0
106,4,4,620.5006753359994,13,0
27,1,2,10170.264200274856,12,1
87,2,2,5857.956992986121,17,0
39,4,4,5592.810793073466,11,0
82,5,4,0.0,14,0
105,1,4,421.61616063167094,14,0
97,2,4,0.0,13,0
99,4,3,12663.706891779088,14,0
62,2,1,8244.601472752103,10,0
89,4,3,11148.314862382336,16,0
119,3,3,3194.3479969661244,9,0
40,5,1,6225.295959551089,10,0
28,5,4,0.0,15,0
50,5,4,2622.0601977077804,11,0
18,4,2,10956.430648327572,11,0
112,3,4,165.52736775869562,5,0
32,1,3,12356.13207304968,15,0
89,1,1,8952.134742584409,10,1
109,4,1,7308.2733968139255,14,0
32,3,3,6360.382164402949,15,0
45,5,3,10406.606833073994,9,0
91,1,3,4186.872848912099,9,1
58,3,1,2954.8549750511056,18,0
84,4,3,0.0,13,0
114,2,4,0.0,9,0
66,5,3,6874.285779165876,8,0
8,2,2,8318.76541876377,9,0
72,1,3,0.0,9,0
117,1,1,11848.623245155602,12,0
55,3,1,820.6973604726845,7,0
64,3,4,13642.429185141114,9,0
80,3,3,1562.5282058989505,9,0
48,3,3,0.0,9,0
27,5,3,11856.522851048789,13,0
81,2,1,10947.607903445902,8,0
79,4,1,9347.09183361139,10,0
35,3,3,0.0,16,0
105,5,3,1570.5699241945927,7,0
94,1,3,5224.737849453982,9,0
107,2,3,6822.983695932351,7,0
94,3,3,7618.208031505493,11,0
100,4,3,5969.753697774306,12,0
54,1,4,0.0,13,0
82,1,1,7188.188690657553,12,1
29,1,2,2409.0637048634308,6,1
41,5,1,8751.074981500264,12,0
59,3,4,16407.987886169638,9,0
101,5,3,8642.891089912564,10,0
44,5,2,4313.268272435747,11,0
110,5,1,6315.091296919663,13,0
109,1,3,11395.323874809712,10,1
91,1,4,6328.328736710009,12,0
30,3,3,7049.529359777588,11,0
48,5,3,8139.824004566804,14,0
107,3,2,2690.620842919854,11,0
26,3,4,4675.205917964066,13,0
28,1,1,3544.0869294380227,14,0
98,2,2,1611.8461765249826,7,0
74,4,1,7851.053189193892,16,0
86,4,2,4815.209543387324,18,0
101,3,1,3267.2428892091207,14,0
31,4,1,4362.037925255693,11,0
89,1,1,6696.74887051764,13,0
55,4,3,0.0,10,0
93,2,2,11726.604097440519,9,0
79,3,2,7087.320547007701,13,0
114,1,4,7121.474725319125,13,0
109,2,3,7698.0934302981605,15,0
70,2,2,4997.957161032151,8,1
33,3,3,4702.093283538668,17,0
116,5,1,4147.74316826145,14,0
50,3,1,2697.438783521045,18,0
43,4,3,6414.834952088015,7,0
75,1,2,2954.5200129779532,12,0
34,3,4,4942.609464025256,7,0
60,1,4,12187.655399279854,17,0
46,5,2,8183.315197428455,11,0
86,4,1,2309.3941858528706,16,0
23,4,3,5195.422246119979,13,0
87,2,1,2519.5412052703987,13,0
69,4,1,4392.2814012418785,8,0
37,3,2,9875.767469793755,10,0
87,5,1,2430.398196045385,6,0
65,5,1,0.0,11,0
47,3,3,5891.766537253709,12,0
69,2,3,9746.818972123692,15,1
72,5,4,2770.853500410456,10,0
33,4,3,5262.164988757938,14,0
29,1,1,4696.834365782405,8,0
112,1,4,2435.525198662056,13,0
69,3,2,3145.297194510067,16,0
45,4,3,4364.105219964812,14,0
